Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Observation
E12000003,Yorkshire and The Humber,2,Europe: Ireland,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,300
E12000003,Yorkshire and The Humber,2,Europe: Ireland,3,Economically active and a full-time student: In employment,214
E12000003,Yorkshire and The Humber,2,Europe: Ireland,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,79
E12000003,Yorkshire and The Humber,2,Europe: Ireland,5,Economically inactive (excluding full-time students),5564
E12000003,Yorkshire and The Humber,2,Europe: Ireland,6,Economically inactive and a full-time student,639
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,-8,Does not apply,43598
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,1,Economically active (excluding full-time students): In employment,125189
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,7384
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,3,Economically active and a full-time student: In employment,4291
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1363
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,5,Economically inactive (excluding full-time students),26381
E12000003,Yorkshire and The Humber,3,Europe: Other Europe: EU Member countries,6,Economically inactive and a full-time student,10307
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,-8,Does not apply,679
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,1,Economically active (excluding full-time students): In employment,2549
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,345
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,3,Economically active and a full-time student: In employment,128
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,61
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,5,Economically inactive (excluding full-time students),1434
E12000003,Yorkshire and The Humber,4,Europe: Other Europe: Rest of Europe,6,Economically inactive and a full-time student,488
E12000003,Yorkshire and The Humber,5,Africa: North Africa,-8,Does not apply,1098
E12000003,Yorkshire and The Humber,5,Africa: North Africa,1,Economically active (excluding full-time students): In employment,1282
E12000003,Yorkshire and The Humber,5,Africa: North Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,299
E12000003,Yorkshire and The Humber,5,Africa: North Africa,3,Economically active and a full-time student: In employment,100
E12000003,Yorkshire and The Humber,5,Africa: North Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,70
E12000003,Yorkshire and The Humber,5,Africa: North Africa,5,Economically inactive (excluding full-time students),1086
E12000003,Yorkshire and The Humber,5,Africa: North Africa,6,Economically inactive and a full-time student,522
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,-8,Does not apply,1919
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,1,Economically active (excluding full-time students): In employment,5180
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,665
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,3,Economically active and a full-time student: In employment,837
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,382
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,5,Economically inactive (excluding full-time students),1402
E12000003,Yorkshire and The Humber,6,Africa: Central and Western Africa,6,Economically inactive and a full-time student,1060
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,-8,Does not apply,656
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,1,Economically active (excluding full-time students): In employment,3822
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,409
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,3,Economically active and a full-time student: In employment,282
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,106
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,5,Economically inactive (excluding full-time students),1089
E12000003,Yorkshire and The Humber,7,Africa: South and Eastern Africa,6,Economically inactive and a full-time student,540
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,-8,Does not apply,1576
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,1,Economically active (excluding full-time students): In employment,1213
E12000003,Yorkshire and The Humber,8,Middle East and Asia: Middle East,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,266
