Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),National Statistics Socio-economic Classification (NS-SeC) (10 categories) Code,National Statistics Socio-economic Classification (NS-SeC) (10 categories),Observation
E12000001,North East,8,Middle East and Asia: Middle East,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000001,North East,8,Middle East and Asia: Middle East,-8,Does not apply,7,L13: Routine occupations,0
E12000001,North East,8,Middle East and Asia: Middle East,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000001,North East,8,Middle East and Asia: Middle East,-8,Does not apply,9,L15: Full-time students,0
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,-8,Does not apply,37
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",13
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",14
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,3,L7: Intermediate occupations,3
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,15
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,6
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,10
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,7,L13: Routine occupations,12
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,141
E12000001,North East,8,Middle East and Asia: Middle East,1,Disabled under the Equality Act,9,L15: Full-time students,31
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,-8,Does not apply,754
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",229
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",110
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,45
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,90
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,44
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,53
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,L13: Routine occupations,105
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,690
E12000001,North East,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,L15: Full-time students,801
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,6
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",13
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",7
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,5
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,6
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,12
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,9
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,7
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,29
E12000001,North East,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,32
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,262
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",475
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",301
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,145
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,286
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,258
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,147
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,163
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,306
E12000001,North East,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,807
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,L13: Routine occupations,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,L14.1 and L14.2: Never worked and long-term unemployed,0
E12000001,North East,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,L15: Full-time students,0
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,44
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",66
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",55
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,L7: Intermediate occupations,23
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,85
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,22
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,L12: Semi-routine occupations,55
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,L13: Routine occupations,70
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,307
E12000001,North East,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,L15: Full-time students,53
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,1469
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",1381
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",958
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,L7: Intermediate occupations,362
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,L8 and L9: Small employers and own account workers,835
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,L10 and L11: Lower supervisory and technical occupations,350
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,L12: Semi-routine occupations,670
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,L13: Routine occupations,609
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,L14.1 and L14.2: Never worked and long-term unemployed,2008
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,L15: Full-time students,3015
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"L1, L2 and L3: Higher managerial, administrative and professional occupations",0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,"L4, L5 and L6: Lower managerial, administrative and professional occupations",0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,L7: Intermediate occupations,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,L8 and L9: Small employers and own account workers,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,L10 and L11: Lower supervisory and technical occupations,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,L12: Semi-routine occupations,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,L13: Routine occupations,0
