Regions Code,Regions,Passports held (18 categories) Code,Passports held (18 categories),Economic activity status (7 categories) Code,Economic activity status (7 categories),Disability (3 categories) Code,Disability (3 categories),Observation
E12000001,North East,10,Middle East and Asia: Southern Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,397
E12000001,North East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000001,North East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,13
E12000001,North East,10,Middle East and Asia: Southern Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,994
E12000001,North East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000001,North East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,10
E12000001,North East,10,Middle East and Asia: Southern Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,673
E12000001,North East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000001,North East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,465
E12000001,North East,10,Middle East and Asia: Southern Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,2390
E12000001,North East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000001,North East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,39
E12000001,North East,10,Middle East and Asia: Southern Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,1436
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,Disabled under the Equality Act,5
E12000001,North East,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,Not disabled under the Equality Act,286
E12000001,North East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,57
E12000001,North East,11,Middle East and Asia: South-East Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,1980
E12000001,North East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,4
E12000001,North East,11,Middle East and Asia: South-East Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,131
E12000001,North East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,7
E12000001,North East,11,Middle East and Asia: South-East Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,72
E12000001,North East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,1
E12000001,North East,11,Middle East and Asia: South-East Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,52
E12000001,North East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),1,Disabled under the Equality Act,45
E12000001,North East,11,Middle East and Asia: South-East Asia,5,Economically inactive (excluding full-time students),2,Not disabled under the Equality Act,507
E12000001,North East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,-8,Does not apply,0
E12000001,North East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,1,Disabled under the Equality Act,33
E12000001,North East,11,Middle East and Asia: South-East Asia,6,Economically inactive and a full-time student,2,Not disabled under the Equality Act,357
E12000001,North East,12,Middle East and Asia: Central Asia,-8,Does not apply,-8,Does not apply,0
E12000001,North East,12,Middle East and Asia: Central Asia,-8,Does not apply,1,Disabled under the Equality Act,0
E12000001,North East,12,Middle East and Asia: Central Asia,-8,Does not apply,2,Not disabled under the Equality Act,9
E12000001,North East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,-8,Does not apply,0
E12000001,North East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,1,Disabled under the Equality Act,0
E12000001,North East,12,Middle East and Asia: Central Asia,1,Economically active (excluding full-time students): In employment,2,Not disabled under the Equality Act,19
E12000001,North East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000001,North East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
E12000001,North East,12,Middle East and Asia: Central Asia,2,Economically active (excluding full-time students): Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,2,Not disabled under the Equality Act,4
E12000001,North East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,-8,Does not apply,0
E12000001,North East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,1,Disabled under the Equality Act,0
E12000001,North East,12,Middle East and Asia: Central Asia,3,Economically active and a full-time student: In employment,2,Not disabled under the Equality Act,3
E12000001,North East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,-8,Does not apply,0
E12000001,North East,12,Middle East and Asia: Central Asia,4,Economically active and a full-time student: Unemployed: Seeking work or waiting to start a job already obtained: Available to start working within 2 weeks,1,Disabled under the Equality Act,0
