England and Wales Code,England and Wales,Highest level of qualification (8 categories) Code,Highest level of qualification (8 categories),Passports held (18 categories) Code,Passports held (18 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Disability (3 categories) Code,Disability (3 categories),Observation
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,2,2. Professional occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,9,9. Elementary occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,7,Africa: South and Eastern Africa,9,9. Elementary occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,-8,Does not apply,1,Disabled under the Equality Act,428
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,-8,Does not apply,2,Not disabled under the Equality Act,13176
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,2,2. Professional occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,9,9. Elementary occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,8,Middle East and Asia: Middle East,9,9. Elementary occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,Disabled under the Equality Act,224
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,Not disabled under the Equality Act,15028
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,1,"1. Managers, directors and senior officials",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,2,2. Professional occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,3,3. Associate professional and technical occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,4,4. Administrative and secretarial occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,5,5. Skilled trades occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,6,"6. Caring, leisure and other service occupations",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,7,7. Sales and customer service occupations,2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",1,Disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,8,"8. Process, plant and machine operatives",2,Not disabled under the Equality Act,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,-8,Does not apply,0
K04000001,England and Wales,-8,Does not apply,9,Middle East and Asia: Eastern Asia,9,9. Elementary occupations,1,Disabled under the Equality Act,0
