,Regions,Passports held (18 categories) Code,Passports held (18 categories),Disability (3 categories) Code,Disability (3 categories),Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,2,2. Professional occupations,2634
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,1169
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,495
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,433
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",368
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,454
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",229
E12000007,London,8,Middle East and Asia: Middle East,2,Not disabled under the Equality Act,9,9. Elementary occupations,382
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,-8,Does not apply,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,2,2. Professional occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000007,London,9,Middle East and Asia: Eastern Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,-8,Does not apply,1395
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",169
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,2,2. Professional occupations,347
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,171
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,97
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,72
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",50
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,65
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",23
E12000007,London,9,Middle East and Asia: Eastern Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,44
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,-8,Does not apply,25599
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",6713
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,10748
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,5218
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,2335
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,1781
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",1035
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,1382
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",267
E12000007,London,9,Middle East and Asia: Eastern Asia,2,Not disabled under the Equality Act,9,9. Elementary occupations,1223
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,-8,Does not apply,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,2,2. Professional occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000007,London,10,Middle East and Asia: Southern Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,-8,Does not apply,13460
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",484
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,2,2. Professional occupations,664
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,375
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,314
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,345
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",356
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,744
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",332
E12000007,London,10,Middle East and Asia: Southern Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,694
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,-8,Does not apply,104773
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",13090
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,27522
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,9141
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,6650
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,5,5. Skilled trades occupations,7135
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",7050
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,7,7. Sales and customer service occupations,12561
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,8,"8. Process, plant and machine operatives",7030
E12000007,London,10,Middle East and Asia: Southern Asia,2,Not disabled under the Equality Act,9,9. Elementary occupations,14858
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,-8,Does not apply,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,1,"1. Managers, directors and senior officials",0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,2,2. Professional occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,3,3. Associate professional and technical occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,4,4. Administrative and secretarial occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,5,5. Skilled trades occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,6,"6. Caring, leisure and other service occupations",0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,7,7. Sales and customer service occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,8,"8. Process, plant and machine operatives",0
E12000007,London,11,Middle East and Asia: South-East Asia,-8,Does not apply,9,9. Elementary occupations,0
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,-8,Does not apply,1565
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,1,"1. Managers, directors and senior officials",92
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,2,2. Professional occupations,349
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,3,3. Associate professional and technical occupations,125
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,4,4. Administrative and secretarial occupations,71
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,5,5. Skilled trades occupations,57
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,6,"6. Caring, leisure and other service occupations",160
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,7,7. Sales and customer service occupations,56
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,8,"8. Process, plant and machine operatives",13
E12000007,London,11,Middle East and Asia: South-East Asia,1,Disabled under the Equality Act,9,9. Elementary occupations,119
E12000007,London,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,-8,Does not apply,14590
E12000007,London,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,1,"1. Managers, directors and senior officials",2331
E12000007,London,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,2,2. Professional occupations,11370
E12000007,London,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,3,3. Associate professional and technical occupations,2318
E12000007,London,11,Middle East and Asia: South-East Asia,2,Not disabled under the Equality Act,4,4. Administrative and secretarial occupations,1392
